timedelta,date
151 days 18:00:00,2001-06-01 18:00:00
152 days 00:00:00,2001-06-02 00:00:00
152 days 06:00:00,2001-06-02 06:00:00
152 days 12:00:00,2001-06-02 12:00:00
152 days 18:00:00,2001-06-02 18:00:00
153 days 00:00:00,2001-06-03 00:00:00
153 days 06:00:00,2001-06-03 06:00:00
153 days 12:00:00,2001-06-03 12:00:00
153 days 18:00:00,2001-06-03 18:00:00
154 days 00:00:00,2001-06-04 00:00:00
154 days 06:00:00,2001-06-04 06:00:00
154 days 12:00:00,2001-06-04 12:00:00
154 days 18:00:00,2001-06-04 18:00:00
155 days 00:00:00,2001-06-05 00:00:00
155 days 06:00:00,2001-06-05 06:00:00
155 days 12:00:00,2001-06-05 12:00:00
155 days 18:00:00,2001-06-05 18:00:00
156 days 00:00:00,2001-06-06 00:00:00
156 days 06:00:00,2001-06-06 06:00:00
156 days 12:00:00,2001-06-06 12:00:00
156 days 18:00:00,2001-06-06 18:00:00
157 days 00:00:00,2001-06-07 00:00:00
157 days 06:00:00,2001-06-07 06:00:00
157 days 12:00:00,2001-06-07 12:00:00
157 days 18:00:00,2001-06-07 18:00:00
158 days 00:00:00,2001-06-08 00:00:00
158 days 06:00:00,2001-06-08 06:00:00
158 days 12:00:00,2001-06-08 12:00:00
158 days 18:00:00,2001-06-08 18:00:00
159 days 00:00:00,2001-06-09 00:00:00
159 days 06:00:00,2001-06-09 06:00:00
159 days 12:00:00,2001-06-09 12:00:00
159 days 18:00:00,2001-06-09 18:00:00
160 days 00:00:00,2001-06-10 00:00:00
160 days 06:00:00,2001-06-10 06:00:00
160 days 12:00:00,2001-06-10 12:00:00
160 days 18:00:00,2001-06-10 18:00:00
161 days 00:00:00,2001-06-11 00:00:00
161 days 06:00:00,2001-06-11 06:00:00
161 days 12:00:00,2001-06-11 12:00:00
161 days 18:00:00,2001-06-11 18:00:00
162 days 00:00:00,2001-06-12 00:00:00
162 days 06:00:00,2001-06-12 06:00:00
162 days 12:00:00,2001-06-12 12:00:00
162 days 18:00:00,2001-06-12 18:00:00
163 days 00:00:00,2001-06-13 00:00:00
163 days 06:00:00,2001-06-13 06:00:00
163 days 12:00:00,2001-06-13 12:00:00
163 days 18:00:00,2001-06-13 18:00:00
164 days 00:00:00,2001-06-14 00:00:00
164 days 06:00:00,2001-06-14 06:00:00
164 days 12:00:00,2001-06-14 12:00:00
164 days 18:00:00,2001-06-14 18:00:00
165 days 00:00:00,2001-06-15 00:00:00
165 days 06:00:00,2001-06-15 06:00:00
165 days 12:00:00,2001-06-15 12:00:00
165 days 18:00:00,2001-06-15 18:00:00
166 days 00:00:00,2001-06-16 00:00:00
166 days 06:00:00,2001-06-16 06:00:00
166 days 12:00:00,2001-06-16 12:00:00
166 days 18:00:00,2001-06-16 18:00:00
167 days 00:00:00,2001-06-17 00:00:00
167 days 06:00:00,2001-06-17 06:00:00
167 days 12:00:00,2001-06-17 12:00:00
167 days 18:00:00,2001-06-17 18:00:00
168 days 00:00:00,2001-06-18 00:00:00
168 days 06:00:00,2001-06-18 06:00:00
168 days 12:00:00,2001-06-18 12:00:00
168 days 18:00:00,2001-06-18 18:00:00
169 days 00:00:00,2001-06-19 00:00:00
169 days 06:00:00,2001-06-19 06:00:00
169 days 12:00:00,2001-06-19 12:00:00
169 days 18:00:00,2001-06-19 18:00:00
170 days 00:00:00,2001-06-20 00:00:00
170 days 06:00:00,2001-06-20 06:00:00
170 days 12:00:00,2001-06-20 12:00:00
170 days 18:00:00,2001-06-20 18:00:00
171 days 00:00:00,2001-06-21 00:00:00
171 days 06:00:00,2001-06-21 06:00:00
171 days 12:00:00,2001-06-21 12:00:00
171 days 18:00:00,2001-06-21 18:00:00
172 days 00:00:00,2001-06-22 00:00:00
172 days 06:00:00,2001-06-22 06:00:00
172 days 12:00:00,2001-06-22 12:00:00
172 days 18:00:00,2001-06-22 18:00:00
173 days 00:00:00,2001-06-23 00:00:00
173 days 06:00:00,2001-06-23 06:00:00
173 days 12:00:00,2001-06-23 12:00:00
173 days 18:00:00,2001-06-23 18:00:00
174 days 00:00:00,2001-06-24 00:00:00
174 days 06:00:00,2001-06-24 06:00:00
174 days 12:00:00,2001-06-24 12:00:00
174 days 18:00:00,2001-06-24 18:00:00
175 days 00:00:00,2001-06-25 00:00:00
175 days 06:00:00,2001-06-25 06:00:00
175 days 12:00:00,2001-06-25 12:00:00
175 days 18:00:00,2001-06-25 18:00:00
176 days 00:00:00,2001-06-26 00:00:00
176 days 06:00:00,2001-06-26 06:00:00
176 days 12:00:00,2001-06-26 12:00:00
176 days 18:00:00,2001-06-26 18:00:00
177 days 00:00:00,2001-06-27 00:00:00
177 days 06:00:00,2001-06-27 06:00:00
177 days 12:00:00,2001-06-27 12:00:00
177 days 18:00:00,2001-06-27 18:00:00
178 days 00:00:00,2001-06-28 00:00:00
178 days 06:00:00,2001-06-28 06:00:00
178 days 12:00:00,2001-06-28 12:00:00
178 days 18:00:00,2001-06-28 18:00:00
179 days 00:00:00,2001-06-29 00:00:00
179 days 06:00:00,2001-06-29 06:00:00
179 days 12:00:00,2001-06-29 12:00:00
179 days 18:00:00,2001-06-29 18:00:00
180 days 00:00:00,2001-06-30 00:00:00
180 days 06:00:00,2001-06-30 06:00:00
180 days 12:00:00,2001-06-30 12:00:00
180 days 18:00:00,2001-06-30 18:00:00
181 days 00:00:00,2001-07-01 00:00:00
181 days 06:00:00,2001-07-01 06:00:00
181 days 12:00:00,2001-07-01 12:00:00
181 days 18:00:00,2001-07-01 18:00:00
182 days 00:00:00,2001-07-02 00:00:00
182 days 06:00:00,2001-07-02 06:00:00
182 days 12:00:00,2001-07-02 12:00:00
182 days 18:00:00,2001-07-02 18:00:00
183 days 00:00:00,2001-07-03 00:00:00
183 days 06:00:00,2001-07-03 06:00:00
183 days 12:00:00,2001-07-03 12:00:00
183 days 18:00:00,2001-07-03 18:00:00
184 days 00:00:00,2001-07-04 00:00:00
184 days 06:00:00,2001-07-04 06:00:00
184 days 12:00:00,2001-07-04 12:00:00
184 days 18:00:00,2001-07-04 18:00:00
185 days 00:00:00,2001-07-05 00:00:00
185 days 06:00:00,2001-07-05 06:00:00
185 days 12:00:00,2001-07-05 12:00:00
185 days 18:00:00,2001-07-05 18:00:00
186 days 00:00:00,2001-07-06 00:00:00
186 days 06:00:00,2001-07-06 06:00:00
186 days 12:00:00,2001-07-06 12:00:00
186 days 18:00:00,2001-07-06 18:00:00
187 days 00:00:00,2001-07-07 00:00:00
187 days 06:00:00,2001-07-07 06:00:00
187 days 12:00:00,2001-07-07 12:00:00
187 days 18:00:00,2001-07-07 18:00:00
188 days 00:00:00,2001-07-08 00:00:00
188 days 06:00:00,2001-07-08 06:00:00
188 days 12:00:00,2001-07-08 12:00:00
188 days 18:00:00,2001-07-08 18:00:00
189 days 00:00:00,2001-07-09 00:00:00
189 days 06:00:00,2001-07-09 06:00:00
189 days 12:00:00,2001-07-09 12:00:00
189 days 18:00:00,2001-07-09 18:00:00
190 days 00:00:00,2001-07-10 00:00:00
190 days 06:00:00,2001-07-10 06:00:00
190 days 12:00:00,2001-07-10 12:00:00
190 days 18:00:00,2001-07-10 18:00:00
191 days 00:00:00,2001-07-11 00:00:00
191 days 06:00:00,2001-07-11 06:00:00
191 days 12:00:00,2001-07-11 12:00:00
191 days 18:00:00,2001-07-11 18:00:00
192 days 00:00:00,2001-07-12 00:00:00
192 days 06:00:00,2001-07-12 06:00:00
192 days 12:00:00,2001-07-12 12:00:00
192 days 18:00:00,2001-07-12 18:00:00
193 days 00:00:00,2001-07-13 00:00:00
193 days 06:00:00,2001-07-13 06:00:00
193 days 12:00:00,2001-07-13 12:00:00
193 days 18:00:00,2001-07-13 18:00:00
194 days 00:00:00,2001-07-14 00:00:00
194 days 06:00:00,2001-07-14 06:00:00
194 days 12:00:00,2001-07-14 12:00:00
194 days 18:00:00,2001-07-14 18:00:00
195 days 00:00:00,2001-07-15 00:00:00
195 days 06:00:00,2001-07-15 06:00:00
195 days 12:00:00,2001-07-15 12:00:00
195 days 18:00:00,2001-07-15 18:00:00
196 days 00:00:00,2001-07-16 00:00:00
196 days 06:00:00,2001-07-16 06:00:00
196 days 12:00:00,2001-07-16 12:00:00
196 days 18:00:00,2001-07-16 18:00:00
197 days 00:00:00,2001-07-17 00:00:00
197 days 06:00:00,2001-07-17 06:00:00
197 days 12:00:00,2001-07-17 12:00:00
197 days 18:00:00,2001-07-17 18:00:00
198 days 00:00:00,2001-07-18 00:00:00
198 days 06:00:00,2001-07-18 06:00:00
198 days 12:00:00,2001-07-18 12:00:00
198 days 18:00:00,2001-07-18 18:00:00
199 days 00:00:00,2001-07-19 00:00:00
199 days 06:00:00,2001-07-19 06:00:00
199 days 12:00:00,2001-07-19 12:00:00
199 days 18:00:00,2001-07-19 18:00:00
200 days 00:00:00,2001-07-20 00:00:00
200 days 06:00:00,2001-07-20 06:00:00
200 days 12:00:00,2001-07-20 12:00:00
200 days 18:00:00,2001-07-20 18:00:00
201 days 00:00:00,2001-07-21 00:00:00
201 days 06:00:00,2001-07-21 06:00:00
201 days 12:00:00,2001-07-21 12:00:00
201 days 18:00:00,2001-07-21 18:00:00
202 days 00:00:00,2001-07-22 00:00:00
202 days 06:00:00,2001-07-22 06:00:00
202 days 12:00:00,2001-07-22 12:00:00
202 days 18:00:00,2001-07-22 18:00:00
203 days 00:00:00,2001-07-23 00:00:00
203 days 06:00:00,2001-07-23 06:00:00
203 days 12:00:00,2001-07-23 12:00:00
203 days 18:00:00,2001-07-23 18:00:00
204 days 00:00:00,2001-07-24 00:00:00
204 days 06:00:00,2001-07-24 06:00:00
204 days 12:00:00,2001-07-24 12:00:00
204 days 18:00:00,2001-07-24 18:00:00
205 days 00:00:00,2001-07-25 00:00:00
205 days 06:00:00,2001-07-25 06:00:00
205 days 12:00:00,2001-07-25 12:00:00
205 days 18:00:00,2001-07-25 18:00:00
206 days 00:00:00,2001-07-26 00:00:00
206 days 06:00:00,2001-07-26 06:00:00
206 days 12:00:00,2001-07-26 12:00:00
206 days 18:00:00,2001-07-26 18:00:00
207 days 00:00:00,2001-07-27 00:00:00
207 days 06:00:00,2001-07-27 06:00:00
207 days 12:00:00,2001-07-27 12:00:00
207 days 18:00:00,2001-07-27 18:00:00
208 days 00:00:00,2001-07-28 00:00:00
208 days 06:00:00,2001-07-28 06:00:00
208 days 12:00:00,2001-07-28 12:00:00
208 days 18:00:00,2001-07-28 18:00:00
209 days 00:00:00,2001-07-29 00:00:00
209 days 06:00:00,2001-07-29 06:00:00
209 days 12:00:00,2001-07-29 12:00:00
209 days 18:00:00,2001-07-29 18:00:00
210 days 00:00:00,2001-07-30 00:00:00
210 days 06:00:00,2001-07-30 06:00:00
210 days 12:00:00,2001-07-30 12:00:00
210 days 18:00:00,2001-07-30 18:00:00
211 days 00:00:00,2001-07-31 00:00:00
211 days 06:00:00,2001-07-31 06:00:00
211 days 12:00:00,2001-07-31 12:00:00
211 days 18:00:00,2001-07-31 18:00:00
212 days 00:00:00,2001-08-01 00:00:00
212 days 06:00:00,2001-08-01 06:00:00
212 days 12:00:00,2001-08-01 12:00:00
212 days 18:00:00,2001-08-01 18:00:00
213 days 00:00:00,2001-08-02 00:00:00
213 days 06:00:00,2001-08-02 06:00:00
213 days 12:00:00,2001-08-02 12:00:00
213 days 18:00:00,2001-08-02 18:00:00
214 days 00:00:00,2001-08-03 00:00:00
214 days 06:00:00,2001-08-03 06:00:00
214 days 12:00:00,2001-08-03 12:00:00
214 days 18:00:00,2001-08-03 18:00:00
215 days 00:00:00,2001-08-04 00:00:00
215 days 06:00:00,2001-08-04 06:00:00
215 days 12:00:00,2001-08-04 12:00:00
215 days 18:00:00,2001-08-04 18:00:00
216 days 00:00:00,2001-08-05 00:00:00
216 days 06:00:00,2001-08-05 06:00:00
216 days 12:00:00,2001-08-05 12:00:00
216 days 18:00:00,2001-08-05 18:00:00
217 days 00:00:00,2001-08-06 00:00:00
217 days 06:00:00,2001-08-06 06:00:00
217 days 12:00:00,2001-08-06 12:00:00
217 days 18:00:00,2001-08-06 18:00:00
218 days 00:00:00,2001-08-07 00:00:00
218 days 06:00:00,2001-08-07 06:00:00
218 days 12:00:00,2001-08-07 12:00:00
218 days 18:00:00,2001-08-07 18:00:00
219 days 00:00:00,2001-08-08 00:00:00
219 days 06:00:00,2001-08-08 06:00:00
219 days 12:00:00,2001-08-08 12:00:00
219 days 18:00:00,2001-08-08 18:00:00
220 days 00:00:00,2001-08-09 00:00:00
220 days 06:00:00,2001-08-09 06:00:00
220 days 12:00:00,2001-08-09 12:00:00
220 days 18:00:00,2001-08-09 18:00:00
221 days 00:00:00,2001-08-10 00:00:00
221 days 06:00:00,2001-08-10 06:00:00
221 days 12:00:00,2001-08-10 12:00:00
221 days 18:00:00,2001-08-10 18:00:00
222 days 00:00:00,2001-08-11 00:00:00
222 days 06:00:00,2001-08-11 06:00:00
222 days 12:00:00,2001-08-11 12:00:00
222 days 18:00:00,2001-08-11 18:00:00
223 days 00:00:00,2001-08-12 00:00:00
223 days 06:00:00,2001-08-12 06:00:00
223 days 12:00:00,2001-08-12 12:00:00
223 days 18:00:00,2001-08-12 18:00:00
224 days 00:00:00,2001-08-13 00:00:00
224 days 06:00:00,2001-08-13 06:00:00
224 days 12:00:00,2001-08-13 12:00:00
224 days 18:00:00,2001-08-13 18:00:00
225 days 00:00:00,2001-08-14 00:00:00
225 days 06:00:00,2001-08-14 06:00:00
225 days 12:00:00,2001-08-14 12:00:00
225 days 18:00:00,2001-08-14 18:00:00
226 days 00:00:00,2001-08-15 00:00:00
226 days 06:00:00,2001-08-15 06:00:00
226 days 12:00:00,2001-08-15 12:00:00
226 days 18:00:00,2001-08-15 18:00:00
227 days 00:00:00,2001-08-16 00:00:00
227 days 06:00:00,2001-08-16 06:00:00
227 days 12:00:00,2001-08-16 12:00:00
227 days 18:00:00,2001-08-16 18:00:00
228 days 00:00:00,2001-08-17 00:00:00
228 days 06:00:00,2001-08-17 06:00:00
228 days 12:00:00,2001-08-17 12:00:00
228 days 18:00:00,2001-08-17 18:00:00
229 days 00:00:00,2001-08-18 00:00:00
229 days 06:00:00,2001-08-18 06:00:00
229 days 12:00:00,2001-08-18 12:00:00
229 days 18:00:00,2001-08-18 18:00:00
230 days 00:00:00,2001-08-19 00:00:00
230 days 06:00:00,2001-08-19 06:00:00
230 days 12:00:00,2001-08-19 12:00:00
230 days 18:00:00,2001-08-19 18:00:00
231 days 00:00:00,2001-08-20 00:00:00
231 days 06:00:00,2001-08-20 06:00:00
231 days 12:00:00,2001-08-20 12:00:00
231 days 18:00:00,2001-08-20 18:00:00
232 days 00:00:00,2001-08-21 00:00:00
232 days 06:00:00,2001-08-21 06:00:00
232 days 12:00:00,2001-08-21 12:00:00
232 days 18:00:00,2001-08-21 18:00:00
233 days 00:00:00,2001-08-22 00:00:00
233 days 06:00:00,2001-08-22 06:00:00
233 days 12:00:00,2001-08-22 12:00:00
233 days 18:00:00,2001-08-22 18:00:00
234 days 00:00:00,2001-08-23 00:00:00
234 days 06:00:00,2001-08-23 06:00:00
234 days 12:00:00,2001-08-23 12:00:00
234 days 18:00:00,2001-08-23 18:00:00
235 days 00:00:00,2001-08-24 00:00:00
235 days 06:00:00,2001-08-24 06:00:00
235 days 12:00:00,2001-08-24 12:00:00
235 days 18:00:00,2001-08-24 18:00:00
236 days 00:00:00,2001-08-25 00:00:00
236 days 06:00:00,2001-08-25 06:00:00
236 days 12:00:00,2001-08-25 12:00:00
236 days 18:00:00,2001-08-25 18:00:00
237 days 00:00:00,2001-08-26 00:00:00
237 days 06:00:00,2001-08-26 06:00:00
237 days 12:00:00,2001-08-26 12:00:00
237 days 18:00:00,2001-08-26 18:00:00
238 days 00:00:00,2001-08-27 00:00:00
238 days 06:00:00,2001-08-27 06:00:00
238 days 12:00:00,2001-08-27 12:00:00
238 days 18:00:00,2001-08-27 18:00:00
239 days 00:00:00,2001-08-28 00:00:00
239 days 06:00:00,2001-08-28 06:00:00
239 days 12:00:00,2001-08-28 12:00:00
239 days 18:00:00,2001-08-28 18:00:00
240 days 00:00:00,2001-08-29 00:00:00
240 days 06:00:00,2001-08-29 06:00:00
240 days 12:00:00,2001-08-29 12:00:00
240 days 18:00:00,2001-08-29 18:00:00
241 days 00:00:00,2001-08-30 00:00:00
241 days 06:00:00,2001-08-30 06:00:00
241 days 12:00:00,2001-08-30 12:00:00
241 days 18:00:00,2001-08-30 18:00:00
242 days 00:00:00,2001-08-31 00:00:00
242 days 06:00:00,2001-08-31 06:00:00
242 days 12:00:00,2001-08-31 12:00:00
242 days 18:00:00,2001-08-31 18:00:00
243 days 00:00:00,2001-09-01 00:00:00
243 days 06:00:00,2001-09-01 06:00:00
243 days 12:00:00,2001-09-01 12:00:00
243 days 18:00:00,2001-09-01 18:00:00
244 days 00:00:00,2001-09-02 00:00:00
244 days 06:00:00,2001-09-02 06:00:00
244 days 12:00:00,2001-09-02 12:00:00
244 days 18:00:00,2001-09-02 18:00:00
245 days 00:00:00,2001-09-03 00:00:00
245 days 06:00:00,2001-09-03 06:00:00
245 days 12:00:00,2001-09-03 12:00:00
245 days 18:00:00,2001-09-03 18:00:00
246 days 00:00:00,2001-09-04 00:00:00
246 days 06:00:00,2001-09-04 06:00:00
246 days 12:00:00,2001-09-04 12:00:00
246 days 18:00:00,2001-09-04 18:00:00
247 days 00:00:00,2001-09-05 00:00:00
247 days 06:00:00,2001-09-05 06:00:00
247 days 12:00:00,2001-09-05 12:00:00
247 days 18:00:00,2001-09-05 18:00:00
248 days 00:00:00,2001-09-06 00:00:00
248 days 06:00:00,2001-09-06 06:00:00
248 days 12:00:00,2001-09-06 12:00:00
248 days 18:00:00,2001-09-06 18:00:00
249 days 00:00:00,2001-09-07 00:00:00
249 days 06:00:00,2001-09-07 06:00:00
249 days 12:00:00,2001-09-07 12:00:00
249 days 18:00:00,2001-09-07 18:00:00
250 days 00:00:00,2001-09-08 00:00:00
250 days 06:00:00,2001-09-08 06:00:00
250 days 12:00:00,2001-09-08 12:00:00
250 days 18:00:00,2001-09-08 18:00:00
251 days 00:00:00,2001-09-09 00:00:00
251 days 06:00:00,2001-09-09 06:00:00
251 days 12:00:00,2001-09-09 12:00:00
251 days 18:00:00,2001-09-09 18:00:00
252 days 00:00:00,2001-09-10 00:00:00
252 days 06:00:00,2001-09-10 06:00:00
252 days 12:00:00,2001-09-10 12:00:00
252 days 18:00:00,2001-09-10 18:00:00
253 days 00:00:00,2001-09-11 00:00:00
253 days 06:00:00,2001-09-11 06:00:00
253 days 12:00:00,2001-09-11 12:00:00
253 days 18:00:00,2001-09-11 18:00:00
254 days 00:00:00,2001-09-12 00:00:00
254 days 06:00:00,2001-09-12 06:00:00
254 days 12:00:00,2001-09-12 12:00:00
254 days 18:00:00,2001-09-12 18:00:00
255 days 00:00:00,2001-09-13 00:00:00
255 days 06:00:00,2001-09-13 06:00:00
255 days 12:00:00,2001-09-13 12:00:00
255 days 18:00:00,2001-09-13 18:00:00
256 days 00:00:00,2001-09-14 00:00:00
256 days 06:00:00,2001-09-14 06:00:00
256 days 12:00:00,2001-09-14 12:00:00
256 days 18:00:00,2001-09-14 18:00:00
257 days 00:00:00,2001-09-15 00:00:00
257 days 06:00:00,2001-09-15 06:00:00
257 days 12:00:00,2001-09-15 12:00:00
257 days 18:00:00,2001-09-15 18:00:00
258 days 00:00:00,2001-09-16 00:00:00
258 days 06:00:00,2001-09-16 06:00:00
258 days 12:00:00,2001-09-16 12:00:00
258 days 18:00:00,2001-09-16 18:00:00
259 days 00:00:00,2001-09-17 00:00:00
259 days 06:00:00,2001-09-17 06:00:00
259 days 12:00:00,2001-09-17 12:00:00
259 days 18:00:00,2001-09-17 18:00:00
260 days 00:00:00,2001-09-18 00:00:00
260 days 06:00:00,2001-09-18 06:00:00
260 days 12:00:00,2001-09-18 12:00:00
260 days 18:00:00,2001-09-18 18:00:00
261 days 00:00:00,2001-09-19 00:00:00
261 days 06:00:00,2001-09-19 06:00:00
261 days 12:00:00,2001-09-19 12:00:00
261 days 18:00:00,2001-09-19 18:00:00
262 days 00:00:00,2001-09-20 00:00:00
262 days 06:00:00,2001-09-20 06:00:00
262 days 12:00:00,2001-09-20 12:00:00
262 days 18:00:00,2001-09-20 18:00:00
263 days 00:00:00,2001-09-21 00:00:00
263 days 06:00:00,2001-09-21 06:00:00
263 days 12:00:00,2001-09-21 12:00:00
263 days 18:00:00,2001-09-21 18:00:00
264 days 00:00:00,2001-09-22 00:00:00
264 days 06:00:00,2001-09-22 06:00:00
264 days 12:00:00,2001-09-22 12:00:00
264 days 18:00:00,2001-09-22 18:00:00
265 days 00:00:00,2001-09-23 00:00:00
265 days 06:00:00,2001-09-23 06:00:00
265 days 12:00:00,2001-09-23 12:00:00
265 days 18:00:00,2001-09-23 18:00:00
266 days 00:00:00,2001-09-24 00:00:00
266 days 06:00:00,2001-09-24 06:00:00
266 days 12:00:00,2001-09-24 12:00:00
266 days 18:00:00,2001-09-24 18:00:00
267 days 00:00:00,2001-09-25 00:00:00
267 days 06:00:00,2001-09-25 06:00:00
267 days 12:00:00,2001-09-25 12:00:00
267 days 18:00:00,2001-09-25 18:00:00
268 days 00:00:00,2001-09-26 00:00:00
268 days 06:00:00,2001-09-26 06:00:00
268 days 12:00:00,2001-09-26 12:00:00
268 days 18:00:00,2001-09-26 18:00:00
269 days 00:00:00,2001-09-27 00:00:00
269 days 06:00:00,2001-09-27 06:00:00
269 days 12:00:00,2001-09-27 12:00:00
269 days 18:00:00,2001-09-27 18:00:00
270 days 00:00:00,2001-09-28 00:00:00
270 days 06:00:00,2001-09-28 06:00:00
270 days 12:00:00,2001-09-28 12:00:00
270 days 18:00:00,2001-09-28 18:00:00
271 days 00:00:00,2001-09-29 00:00:00
271 days 06:00:00,2001-09-29 06:00:00
271 days 12:00:00,2001-09-29 12:00:00
271 days 18:00:00,2001-09-29 18:00:00
272 days 00:00:00,2001-09-30 00:00:00
272 days 06:00:00,2001-09-30 06:00:00
272 days 12:00:00,2001-09-30 12:00:00
272 days 18:00:00,2001-09-30 18:00:00
273 days 00:00:00,2001-10-01 00:00:00
273 days 06:00:00,2001-10-01 06:00:00
273 days 12:00:00,2001-10-01 12:00:00
273 days 18:00:00,2001-10-01 18:00:00
274 days 00:00:00,2001-10-02 00:00:00
274 days 06:00:00,2001-10-02 06:00:00
274 days 12:00:00,2001-10-02 12:00:00
274 days 18:00:00,2001-10-02 18:00:00
275 days 00:00:00,2001-10-03 00:00:00
275 days 06:00:00,2001-10-03 06:00:00
275 days 12:00:00,2001-10-03 12:00:00
275 days 18:00:00,2001-10-03 18:00:00
276 days 00:00:00,2001-10-04 00:00:00
276 days 06:00:00,2001-10-04 06:00:00
276 days 12:00:00,2001-10-04 12:00:00
276 days 18:00:00,2001-10-04 18:00:00
277 days 00:00:00,2001-10-05 00:00:00
277 days 06:00:00,2001-10-05 06:00:00
277 days 12:00:00,2001-10-05 12:00:00
277 days 18:00:00,2001-10-05 18:00:00
278 days 00:00:00,2001-10-06 00:00:00
278 days 06:00:00,2001-10-06 06:00:00
278 days 12:00:00,2001-10-06 12:00:00
278 days 18:00:00,2001-10-06 18:00:00
279 days 00:00:00,2001-10-07 00:00:00
279 days 06:00:00,2001-10-07 06:00:00
279 days 12:00:00,2001-10-07 12:00:00
279 days 18:00:00,2001-10-07 18:00:00
280 days 00:00:00,2001-10-08 00:00:00
280 days 06:00:00,2001-10-08 06:00:00
280 days 12:00:00,2001-10-08 12:00:00
280 days 18:00:00,2001-10-08 18:00:00
281 days 00:00:00,2001-10-09 00:00:00
281 days 06:00:00,2001-10-09 06:00:00
281 days 12:00:00,2001-10-09 12:00:00
281 days 18:00:00,2001-10-09 18:00:00
282 days 00:00:00,2001-10-10 00:00:00
282 days 06:00:00,2001-10-10 06:00:00
282 days 12:00:00,2001-10-10 12:00:00
282 days 18:00:00,2001-10-10 18:00:00
283 days 00:00:00,2001-10-11 00:00:00
283 days 06:00:00,2001-10-11 06:00:00
283 days 12:00:00,2001-10-11 12:00:00
283 days 18:00:00,2001-10-11 18:00:00
284 days 00:00:00,2001-10-12 00:00:00
284 days 06:00:00,2001-10-12 06:00:00
284 days 12:00:00,2001-10-12 12:00:00
284 days 18:00:00,2001-10-12 18:00:00
285 days 00:00:00,2001-10-13 00:00:00
285 days 06:00:00,2001-10-13 06:00:00
285 days 12:00:00,2001-10-13 12:00:00
285 days 18:00:00,2001-10-13 18:00:00
286 days 00:00:00,2001-10-14 00:00:00
286 days 06:00:00,2001-10-14 06:00:00
286 days 12:00:00,2001-10-14 12:00:00
286 days 18:00:00,2001-10-14 18:00:00
287 days 00:00:00,2001-10-15 00:00:00
287 days 06:00:00,2001-10-15 06:00:00
287 days 12:00:00,2001-10-15 12:00:00
287 days 18:00:00,2001-10-15 18:00:00
288 days 00:00:00,2001-10-16 00:00:00
288 days 06:00:00,2001-10-16 06:00:00
288 days 12:00:00,2001-10-16 12:00:00
288 days 18:00:00,2001-10-16 18:00:00
289 days 00:00:00,2001-10-17 00:00:00
289 days 06:00:00,2001-10-17 06:00:00
289 days 12:00:00,2001-10-17 12:00:00
289 days 18:00:00,2001-10-17 18:00:00
290 days 00:00:00,2001-10-18 00:00:00
290 days 06:00:00,2001-10-18 06:00:00
290 days 12:00:00,2001-10-18 12:00:00
290 days 18:00:00,2001-10-18 18:00:00
291 days 00:00:00,2001-10-19 00:00:00
291 days 06:00:00,2001-10-19 06:00:00
291 days 12:00:00,2001-10-19 12:00:00
291 days 18:00:00,2001-10-19 18:00:00
292 days 00:00:00,2001-10-20 00:00:00
292 days 06:00:00,2001-10-20 06:00:00
292 days 12:00:00,2001-10-20 12:00:00
292 days 18:00:00,2001-10-20 18:00:00
293 days 00:00:00,2001-10-21 00:00:00
293 days 06:00:00,2001-10-21 06:00:00
293 days 12:00:00,2001-10-21 12:00:00
293 days 18:00:00,2001-10-21 18:00:00
294 days 00:00:00,2001-10-22 00:00:00
294 days 06:00:00,2001-10-22 06:00:00
294 days 12:00:00,2001-10-22 12:00:00
294 days 18:00:00,2001-10-22 18:00:00
295 days 00:00:00,2001-10-23 00:00:00
295 days 06:00:00,2001-10-23 06:00:00
295 days 12:00:00,2001-10-23 12:00:00
295 days 18:00:00,2001-10-23 18:00:00
296 days 00:00:00,2001-10-24 00:00:00
296 days 06:00:00,2001-10-24 06:00:00
296 days 12:00:00,2001-10-24 12:00:00
296 days 18:00:00,2001-10-24 18:00:00
297 days 00:00:00,2001-10-25 00:00:00
297 days 06:00:00,2001-10-25 06:00:00
297 days 12:00:00,2001-10-25 12:00:00
297 days 18:00:00,2001-10-25 18:00:00
298 days 00:00:00,2001-10-26 00:00:00
298 days 06:00:00,2001-10-26 06:00:00
298 days 12:00:00,2001-10-26 12:00:00
298 days 18:00:00,2001-10-26 18:00:00
